,Unnamed: 0,question,noUnknowns,unknowns,noEquations,equations,operation,answers
782,782,"cost of making an article was increased and was divided b/w materials,wag es & overheads in the ratio 1:4: 5 . article was sold for $9.20, with a profit of 15%. Calculate the cost of making an article.",1,x,1,x=9.20/1.15,Division,8.0
783,783,What is 3 1/2 plus 2 1/8 equals?,1,x,1,3.5+2.125=x,Addition,5.625
784,784,"if 80 points equals 100%, what percent would 71 points be?",1,x,1,71/80=x,Division,0.8875
785,785,"Uma empresa tem 3 diretores e 5 gerentes.Quantas comissoes de 4 pessoas podem ser formadas, em que haja pelo.? A resposta dè°© 65.",1,z,1,70-5=z,Subtraction,65.0
786,786,"What is 10% of $3,860.26?",1,x,1,0.1*3860.26=x,Multiplication,386.026
787,787,"How much is 3, 547 over the cell phone bill cost if its 0.40 cents for each additional call?",1,x,1,3547*0.40=x,Multiplication,1418.8
788,788,"If 1 pound is 20 shillings and 1 shilling is 12 pence, how many pences are in one pound?",1,y,1,20*(12)=y,Multiplication,240.0
789,789,"What is the greatest number less than 10000, which is exactly divisible by 48, 60 and 64?",1,o,1,960*10=o,Multiplication,9600.0
790,790,"What is 38.8% of 9,144?",1,y,1,0.388*9144=y,Multiplication,3547.8720000000003
791,791,lim x-->0 (x*sin(x)) / (1 - cos(x)),1,x,1,2/1=x,Division,2.0
792,792,"How do you estimate 6 and 1/8, x 7 and 4/5?",1,x,1,6*8=x,Multiplication,48.0
793,793,Probability of 2 dice sums equalling odd?,1,z,1,z=18/36,Division,0.5
794,794,"If you typed 225 words in 7 and a half minutes, how many words are you averaging per minute?",1,x,1,225/7.5=x,Division,30.0
795,795,he cost of building a bridge in 1995 was estimated to be Â£$4 million. When it was finally completed in 1998 it's total cost amounted to $37.7 million. What was the percentage increase?,1,x,1,24000000/37700000=x,Division,0.636604774536
796,796,iles = 8 km ow many miles in 60km?,1,m,1,60*0.625=m,Multiplication,37.5
797,797,"What is the smallest positive integer which has a remainder of one when divided by 2, 3, 4, 5, and 6?",1,x,1,60+1=x,Addition,61.0
798,798,What is the perimeter of a square that has the same area as a 2-inch by 8-inch rectangle?,1,x,1,8*2=x,Multiplication,16.0
799,799,"When the price for a color television is 240 dollars , the average monthly sales for this item at a departmentore is 500 . For each 10 dollar increase in price, the average monthly sales fall by 30 units. What is the average monthly sales if the price is 260 dollar per color television?",1,x,1,500-60=x,Subtraction,440.0
800,800,What is the original price before the 60% decrease if the new price is 840$?,1,x,1,0.4*x=840,Multiplication,2100.0
801,801,What is 18/20 as percent? a.90% b.85% c.80% d.75%,1,x,1,x=90/100,Division,0.9
802,802,A metal rod has a length of 5m and a volume of 3750cm. What is the area of the cross-section?,1,x,1,3750/500=x,Division,7.5
803,803,"ay I started with a full tank of gas and I traveled 120 miles (mostly freeway). A the end, I used up 4.79 gallons. Ga much mpg does my car get and how do I calculate it?",1,x,1,x=120/4.79,Division,25.0521920668
804,804,find the product of greatest 3 digit number and smallest 4 digit number,1,y,1,999*1000=y,Multiplication,999000.0
805,805,"If the sales tax on a 30.00 item is 1.80, what is the sales tax rate?",1,x,1,30.00*x=1.80,Multiplication,0.06
806,806,3 is 0.2 percent of what number?,1,x,1,3=0.002*x,Multiplication,1500.0
807,807,"If someone turned 62 in May 2014, then what year were they born?",1,x,1,2014-62=x,Subtraction,1952.0
808,808,"There are total 90 boxes, and there is a gold box that you want to open. and you have 30 chances to open any boxes. Then what's the probability of getting the gold box?",1,y,1,30/90=y,Division,0.33333333333299997
809,809,"a chemical is 42% pure. of 800 grams of the chemical, how much is pure?",1,y,1,0.42*800=y,Multiplication,336.0
810,810,"water costs &1.25 per 1000 gallons and a 1000 gallons is = to 7.58 cubic feet and i used 38,000 gallons of water in 6 months ho,w much should my water bill be?",1,x,1,38*1.25=x,Multiplication,47.5
811,811,have 2 box.first include 5 white card and 4 black and second include 7 white and 10 black.we choose 1 card from first box then put it into second without watching it.now we choose 1 card from second box so whats the probablity of the choosen card been white?,1,x,1,0.247+0.173=x,Addition,0.42
812,812,"There are 30 children in a class. 12 of them can play badminton, 8 of them can play table tennis. Find the greatest possible number of children that can play neither of the 2 games.",1,x,1,30-12=x,Subtraction,18.0
813,813,armer wishes to enclose a rectangular field of area 450 ft using an existing wall as one of the sides. The cost of the fence for the other 3 sides is $3 per foot. Find the dimensions that minimize the cost of the fence.,1,x,1,450/15=x,Division,30.0
814,814,long does it take tom to drive 135 miles on I205 if he merges on to it at 10AM and drives non stop with the cruse control at 60MPHompl,1,x,1,135/60=x,Division,2.25
815,815,"In a weekend baseball tourney joel had 4 hits 13 times at bat. That is, he hit safely 4/13 of the time? rite the decimal equivalent for joels hitting, rounding to three decimal places.",1,x,1,4/13=x,Division,0.307692307692
816,816,divide the number 999999 with 99 .,1,x,1,999999/99=x,Division,10101.0
817,817,"Plane travels at about over L.A. at 560 km/hour and 3 hours later, travels over Chicago at about 600 km/hr. What is the acceleration of a plane?",1,x,1,(40)/(3)=x,Division,13.333333333299999
818,818,"What are the lowest common multiples of 625, and 30?",1,x,1,1*5=x,Multiplication,5.0
819,819,0.63 is equal to? .63% b 6.3% c.3% d630%,1,x,1,63/100=x,Division,0.63
820,820,The car Colleen is driving gets 30 1/3 miles per gallon of gas. She used 2 1/5 gallons of gas going from her home to her grandparents' home. She used another 3 3/10 gallons traveling from her grandparents' home to her cousin's apartment. What was the total distance Colleen drove?,1,x,1,5.5*30.333=x,Multiplication,166.8315
821,821,182cm is how many feet?,1,z,1,182/30=z,Division,6.06666666667
822,822,Find your percent correct on a test if you received 50 out of 75 possible. a.33% b.67% c. 25% d.30%,1,x,1,50/75=x,Division,0.666666666667
823,823,"rushed-stone walk surrounds a circular flower bed that is 1m wide. If the area of the entire region is 21.98 mÂ², ind the radius of the flower bed to the nearest tenth of a meter. ""Use pi â 3.14",1,z,1,2.65-1=z,Subtraction,1.65
824,824,"can i get the per cet of 200 to 30,000 ? l",1,x,1,200/30000=x,Division,0.00666666666667
825,825,What decimal part of 240 is 160?,1,x,1,160/240=x,Division,0.666666666667
826,826,strength of gravity on Earth relative to the moon is 6:1. How much would a person weigh on the moon if they weigh 180 pounds on Earth?,1,x,1,180/6=x,Division,30.0
827,827,Is 60 milliliters equal to 2 fluid ounces?,1,x,1,2*29.57=x,Multiplication,59.14
828,828,Paul invested $5000 in a time deposit. What interest will. he earn for 1 year if the interest rate is 6.5%?,1,x,1,5000*0.065=x,Multiplication,325.0
829,829,ing costs $2.89 per square foot. What is the cost to tile a kitchen whose dimensions are 4 yards by 5 yards?,1,m,1,2.89*180=m,Multiplication,520.2
830,830,"what number comes next in the sequence? 44, 93, 191, 387, ___?",1,x,1,392+387=x,Addition,779.0
831,831,determine the lowest common denominator in the following fractions: 3/4 2/3 7/12 9/16,1,x,1,3*16=x,Multiplication,48.0
832,832,how long does it take to drive a mile on a moped that goes the speed of 20-25 mph.,1,x,1,60/20=x,Division,3.0
833,833,what is radical 75 + radical 48 over radical 3?,1,x,1,5+4=x,Addition,9.0
834,834,a man has a patio and he wants to cover it with bricks. the bricks cost 19 cent. the bricks are 6 inches by 12 inches. the patio is 3 ft by 4 ft. how many bricks does he need and how much will it cost.,1,x,1,0.19*(24)=x,Multiplication,4.56
835,835,How many litres of water must be added to 8 litres of a 40% acid solution to obtain a 10 % acid solution??,1,x,1,8*3=x,Multiplication,24.0
836,836,"convert .1803 to a fraction, but the 8 and 3 have a repeating bar over them.",1,x,1,x=182/990,Division,0.183838383838
837,837,There are 4 sopranos and 7 altos in the choir. How many different soprano/alto duets can be formed?e 18 . 21 c 24 d 28,1,x,1,7*4=x,Multiplication,28.0
838,838,can fill a pool carrying bucks of water in 30 minutes. Sue can do the same job in 45 minutes. Tony can do the same job in 1 Â½ h1/2 hours. How quickly can all three fill the pool togetherou a.12 minutes b.minutes c.21 minutes d.minutes e.minutes,1,x,1,90/6=x,Division,15.0
839,839,"how do you find a 2 digit number a multiple of both 3 and 4 the sum of its digits is 15, what is a prime numbe",1,x,1,3/3=x,Division,1.0
840,840,"whats the mean of this data 63, 71, 72, 77, 77, 78, 86, 77, 88, 88?",1,x,1,x=777/10,Division,77.7
841,841,what's 15% Of 500.00 or even 10 %?,1,x,1,0.1*500=x,Multiplication,50.0
842,842,the kitchen table is 4 ft wide and 6 ft wide. How many 1 ft square tiles will fit on top of the surface of table,1,x,1,6*4=x,Multiplication,24.0
843,843,"6 drums of oil will heat 5 identical buildings for 3 days, how many days will 10 drums of oil last when heating 2 of the same buildings? 10 B. 12 C) 12.5 D. 14.5 E. 18",1,x,1,25/2=x,Division,12.5
844,844,"there are 25 spots 800 possible people, what is the probability of getting a spot? the person can't be repicked rytime someone is picked in a spot, they are removed from the pool, i.e. 800...9..798..etc.",1,x,1,25/800=x,Division,0.03125
845,845,"25 cents per square foot, I need 312 feet. what's the price?",1,x,1,0.25*312=x,Multiplication,78.0
846,846,4 times square root of 2 multiplied by 3 times the square root of 8,1,x,1,x=12*4,Multiplication,48.0
847,847,"Round to tenths if necessary. The number of ballots cast in a parish election is 12,969, If the number registered voters in the parish is 19,800 what percent has voted? a. 65% b. 65.5%ac. 66% 66 2/3%",1,x,1,12969/19800=x,Division,0.655
848,848,ch ratio is not equal to 4/9? 45a.95 16b.36 8/c.8 2d.45,1,x,1,45/95=x,Division,0.47368421052599996
849,849,"find the least number which when divided by 40, 50 & 60 leaves remainder 5 in each case.",1,y,1,600+5=y,Addition,605.0
850,850,The hanes own a 1 3/4-acre lot. If they buy an adjacent 2 1/3-acre lot how many acres will they own in all? a.3 1/12 b.3 1/4 c.3 4/7 d.4 1/12,1,x,1,1.75+2.333=x,Addition,4.0833330000000005
851,851,if jared is turning 16 on august 4th 2008 what year was he born?,1,x,1,2008-16=x,Subtraction,1992.0
852,852,25.0 divided by 29.4?,1,x,1,25/29.4=x,Division,0.8503401360539999
853,853,"What is this calculation? of Â£6,$32,840.12",1,y,1,2/100=y,Division,0.02
854,854,how close is 3.22 cm to 4 cm?,1,x,1,4-3.22=x,Subtraction,0.78
855,855,what's the answer to this 3 times the cube root of 62 divided by 1009 then half then subtract 90123?,1,x,1,0.0235-90123=x,Subtraction,-90122.9765
856,856,cott is now 3 times as old as Joey. In 4 years Joey will be 15 years old. How old was Scott 6 years ago?,1,x,1,33-6=x,Subtraction,27.0
857,857,"In rays 8 hours work day, he works 79% of the day, and inspects other works 21% of the day, how many hours in his 8 hour work day does he inspect other workers?",1,x,1,0.21*(8)=x,Multiplication,1.68
858,858,I am a number less than 50. Two of my factors are 3 and 5. My digits are 1 apart. Who am I?,1,x,1,x=9*5,Multiplication,45.0
859,859,"How do you find the least or greatest in a group of decimals? roblem: 0.002, 0.0019, 0.0004",1,m,1,2/1000=m,Division,0.002
860,860,tate is selected at random from the 50 states of the united states. what is the probability that it is 1 of the 6 new england states?,1,x,1,6/50=x,Division,0.12
861,861,"what is 33.3% of $36,000.00?",1,x,1,36000.00*0.333=x,Multiplication,11988.0
862,862,The average of 33 consecutive whole numbers is 58. What is the smallest of these whole numbers?,1,x,1,58-16=x,Subtraction,42.0
863,863,what percent is this 63 houses finished 28?,1,x,1,28/63=x,Division,0.444444444444
864,864,what is 10% of 65?,1,x,1,65*0.1=x,Multiplication,6.5
865,865,ylindrical metal rod of radius 1 cm and length 80 cm is melted down and recast into a cylindrical rod of radius 2 cm. How long is the new rod?,1,z,1,80/4=z,Division,20.0
866,866,t is 0.378 as a fraction in its simplest form?,1,y,1,0.378*1=y,Multiplication,0.37799999999999995
867,867,"In a city-wide survey, bicycle owners were asked how many bicycles they owned and whether any had been stolen during previous year.The results indicated that people in the city owned 9017 bicycles and of these 450 had been stolen. Based on this info, which statement is most reasonable? A- No bicycle owners will have their bicycles stolen this year B- All bicycle owners will have their bicycles stolen this year C- The probability that any one bicyle will be stolen is about 1/5. D- The probability that anyone bicycle will be stolen is about 1/20",1,x,1,500/10000=x,Division,0.05
868,868,"What is 2.8% of $29,205.24?",1,x,1,0.028*29205.24=x,Multiplication,817.74672
869,869,what is 46 divided by 3 1/2?,1,x,1,46/3.5=x,Division,13.142857142899999
870,870,hip is running at 22 1/4 knots (nautical miles per hour) for 4 1/2 hours. How far does the ship travel? Si,1,x,1,x=22.25*4.5,Multiplication,100.125
871,871,"If a diagonal in a rectangle is 90 m long, how long would a bisected piece of the diagonal be? a.m 60b.m 45c.m 37d.5 m",1,x,1,90/2=x,Division,45.0
872,872,team b is 4 1/2 games behind team a in the standings. Team c is 2 1/2 games behind team b.HHw many games? nd team a is team c?,1,x,1,4.5+2.5=x,Addition,7.0
873,873,A machine runs on a mixture of petrol and ethanol mixed in the ratio 11 : 3. How much petrol is needed to mix 10 liters if it is to be added to an existing 5 liters mixed in the ratio 3 : 1?,1,x,1,7.85714285714-3.75=x,Subtraction,4.107143
874,874,what is the least common multiple for 24 48 58?,1,n,1,n=24*58,Multiplication,1392.0
875,875,"t is 0.27 percent of 400,000???",1,x,1,0.27*400000=x,Multiplication,108000.0
876,876,shopkeeper has sold 16 articles for a total of $400 and made profit of $48 how much did each article cost him?,1,y,1,352/16=y,Division,22.0
877,877,"Smallville had a great football team last year. They outpreformed their opponents in almost every category of play. One of their more impressive statistics was that, on average, they outscored their opponents by 3 : n every game they played. If they scored an average of 18 points per game, what was the average number of points scored by their opponents per game? ex",1,x,1,18/3=x,Division,6.0
878,878,"2-ounce box of corn muffins cereal costs $2.50. At that rate, how much does an 1-ounce box of corn muffins cereal cost?",1,x,1,2.50/12=x,Division,0.20833333333299997
