,question,operation
776,what is 30$ off a $125 dollar shirt?,Subtraction
777,"Please help. the ratio of girls to boys is 2 to 5 if there are 60 boys , how many girls are there?",Multiplication
778,How much is 1 1/2 divided by 1 1/3?,Division
779,"what's 10 percent of 5,000?",Multiplication
780,what is 10% of 370.00?,Division
781,"uming that the change in daily closing prices for stocks on the New York Stock Exchange is a random variable that is normally distributed with a mean of $.35 and a standard deviation of $.33. Based on this information, what is the probability that a randomly selected stock will close up $.75 or more?",Subtraction
782,"the map, the distance between Chicago and Evanston measures 0.625 in. What is the actual distance? The scale is 1 in.:1 mi.",Multiplication
783,"tax rate on a used car in Overshoe County is 6%. What is the sales tax on a sport utility with a selling price of $15,000?",Multiplication
784,Round to the nearest hundredth. 962 is what percent of 1788? A. 0.05%2. 0.54% . 185.86% D53.80%,Division
785,"ma and Betty are playing a number game. Wilma tells Betty, ""I'm thinking of a number between 1 and 10. If I take the number and add 4 to it and then multiply that by 3, I get 30."" What number is Wilma thinking of?",Addition
786,What is the probability of drawing a five or a spade from a standard deck of cards? A. 4/26 B. 5/52 C. 11/13 D. 4/13,Division
787,"bulilding a lobster tank the dimensions are 6ft long by 2ft wide by 1ft deep, i need to know about how many gallons of water it should hold.. Th",Multiplication
788,a sales of 5 3/4% is charged on a blouse price @ $42 how mch sales tax paid?,Multiplication
789,ectangle has an area of 50 sq. in. and a base 10 in. Write and solve an equation to find the height of the rectangle. W,Division
790,What is 600% of 5?,Multiplication
791,"d the slope of the line that goes through the given points, 7) and (6,5) 0,50) and(60,90)",Subtraction
792,Graces average driving speed is 9 miles per hour faster than mias in the same length of time it takes grace to drive 220 miles mia onlu drives 184 miles what is graces average driving peed?,Division
793,"ent out a survey where 2456 people responded, and I need to know out of these 2456, 1973 answered yes to a question. What is the percentage of people who said yes to the survey.",Division
794,"im driving 2300 miles,ocar gets 20 miles per gallon highway r, ghly 300 per tank c, someone help me out on the cost i",Division
795,"The area of a parallelogram is 420 cm2 and the height is 35 cm. Find the corresponding base? 385 cm b.455 cm c 14,700 cm2 d.12 cm",Division
796,"what is the Less Common Multipler for 8, 15, 20?",Division
797,"my living room is 12 feet 9 inches by 15 feet by 10 inches, can some one tell me how many sq metres that is?",Multiplication
798,drove to his grandparents' house for a holiday weekend. The total distance (one-way) was 362 miles and it took him 7 hours. How fast was Ted driving? (Ro A. mph B.3 mph C. mph D. mph,Division
799,"en parallelogram DEFG. If the measure of angle D = 57, find the measure of angle G. A 0. B. C.3",Subtraction
800,Three people can deliver 1000 leaflets in 30 minutes. How long would it take 5 peole to deliver 1000 leaflets ?,Division
801,what does the fraction 4/9 ths make? ike 1/4 makes 25 so what does 4/9t hs make ?,Division
802,what is the answer to -5.68 divided by (-0.02)?,Division
803,"To make an orange dye, 3 parts of red dye are mixed with 2 parts of yellow dye. To make a green dye, 2 parts of blue dye are mixed with 1 part of yellow dye. If equal amounts of green and orange are mixed, what is the proportion of yellow dye in the new mixture?",Division
804,How much hours have passed? m 7:00 this morning to 9:00 now,Addition
805,"says if you are starting a player in 7 out of 20 soccer games, what decimal describes your starting record. I put 7 out of 20 into a fraction 7/20. Thats right so far isn't it? Now how would I put it in a decimal?",Division
806,"Jones rolled a number cube 30 times. On 4 of those rolls, his number cube landed on 6? What is the experimental probability that the next roll will be a 6?",Division
807,62 1/2 of t is 35.wWat is t?,Multiplication
808,"actory sells 4,000 printed T-shirts for $7.50 each. Returns and allowances were $925. The store's merchandise inventory on June 1 was $24,750. Purchases during the month were $9,375. The merchandise inventory on June 30 was $26,250. Operating costs were $3,750. t was the net income? $_______",Subtraction
809,The formula for the volume of a cylinder is volume equals pie radius^2 height. What is the volumre of a cylinder if its radius is 3 cm and its height is 1.4cm?,Multiplication
810,27 feet and 10 inches length and 19 feet breath,Multiplication
811,"greatest common factor of 45, 75, and 105?",Multiplication
812,"ave a 40% off coupon & I want to buy a Hi-Def DVD that cost $40. With 40% off, how much do I pay &",Subtraction
813,What is 125/tan45?,Division
814,"A line passing through (11, 1) and (7, y) is parallel to a line with slope - What is the value of y?",Subtraction
815,something is 40% of 20% of something.. then it's what % of 100%? I,Multiplication
816,You drop a rock off a bridge 30 ft above the ground into a stream. How longdoes it take thr rock to hit the water? A.1.50 sec B.1.37 sec C.1.88 sec D.2.10 sec,Division
817,of X is 50. Solve for X.,Multiplication
818,go see a movie today. I starts at 45 the movie is 1hr and 28min . Long und what time does the movie end.?,Subtraction
819,"The legs on a table are 2 7/8 inches high. The top is 24 inches wide, 48 inches long, and 1 3/16 inches thick. How high above the floor is the table surface?",Addition
820,"for every $50 spent on petrol,$37 of this is tax. work out $37 as a percentage of $50.",Division
821,"your going to travel to montreal, ottawa, halifax and calgary, but the order is arbritrary. You put 4 marbles in bowl, each one labeled for 1 city, and draw randomly. The first marble is teh first city you will visit the second is the second you'll vist. What probability that you will visit ottawa just before or after you visit montreal?",Division
822,"sum of the digits of a two digit number is 8. When 18 is added to the number, the digits are reversed. Find the number?",Addition
823,6 1/2% of what number of bottles is 130 bottles?,Multiplication
824,find out 84% of 75,Multiplication
825,7800 is what % of 9750?,Multiplication
826,"My brother born Dec 23,1985.wWat year did he turn 18?",Addition
827,how many cubic yard of concrete is needed. The dimensions of the pad will be 40 feet x 40 feet x 4 inches deep.,Division
828,what is the next number at the end 5 7 6 8 7 ?,Addition
829,"he temperature at the summit of Mt. Mansfield dropped 17å¡ between 4 p.m. and 11 p.m. If the temperature at 11 p.m. was 11å¡, what was the temperature at 4 p.m. A. -2F. B. F. å¡C. F. D. F.6å¡F",Addition
830,Dividing Decimals and Integers by Decimals 301.5(divided b) 1.34,Division
831,$90 - $18. What percentage am I taking away from 90?,Division
832,"ulate the volume of a water tank in the shape of a cylinder with a diameter of 28cm and a height of 40,cm. If water of volume 18.48 litres is present in the tank calculate the height of the water in the tank. Use pi as 22/7",Multiplication
833,What is 0.999999. in fraction form?,Division
834,what is the 8.25% of $32.94?,Multiplication
835,"If you draw one card at random from a deck of 15 cards numbered 1 through 15,? nclusive, what is the probability that the number you draw is divisible by 3 and odd?",Division
836,"ing a certain period of days, observations were made on the weather. It was noted that whenever it rained in the morning it was clear in the afternoon and whenever it rained in the afternoon, it had been clear on that morning. During this period, it rained on 9 days and was clear on 6 mornings and on 7 afternoons. How long was the period of days?",Addition
837,"the floor plan of Jacob's House, 3,000 square feet are under roof. Of this, 2,400 square feet are air-conditioned. The 425 square feet of garage and 175 square feet of porch are not air-conditioned. If jacob encloses and air-conditions the porch, what percent of the area under roof will be air-conditioned? Sh",Division
838,"if 20 ounce of popcorn cost $2.80. if the unit price stays the same, what is the cost of 35 ounce of popcorn?",Multiplication
839,"a play sells 1572, then 2nd year sells 1753, in the 3rd it sells 152 less then the 2nd how many sold third year?",Subtraction
840,"maximum number of grams of fat (F) that should be in a diet varies directly as a person's weight (W). A person weighing 96 lb should have no more than 64 g of fat per day, what is the maximum daily fat intake for a person weighing 42 lb?",Multiplication
841,t is 5% of 80?,Division
842,"There are 14,000 registered voters in Waterston. In the last election 5,600 voted. What percent of the registered voters participated in the last election?",Division
843,"t is the slope? ( -3) (9,7) T",Division
844,"average (arithmetic mean) of a list of 10 numbers is 15. If one of the numbers is removed, the average of the remaining numbers is 14. What is the number that was removed?",Subtraction
845,"If I buy 25 candy bars at 3/$1.00, how much do I owe you?",Division
846,"are looking up at the top of a tree that is 10 m apart from you. If the tree is 15 m taller than you, at what angle are you looking upward?",Division
847,A person had a rectangular-shaped garden with sides of lengths 16 feet and 9 feet? garden was changed into a square design with the same area as the original r tangular-shaped garden. How many feet in length are each of the sides of the new s are-shaped garden? 7 B.9 C 12 D.5 square root7 E.16,Multiplication
848,what percent of $260 is $5?,Division
849,Find the percentage; 35% of 40?,Multiplication
850,What is the equivalent of 3 over 30?,Division
851,30 percent of what number is 18?,Multiplication
852,"ore leaving the warehouse, a truck driver noted that the mileage gauge registered 4,357 4/10 m es. When he arrived at the delivery site, the mileage gauge then registered 4,400 1/10 miles. How many miles did he drive from the warehouse to the delivery site?",Subtraction
